# Constructed from biom file
#OTU ID	SRR10120012	SRR10120013	SRR10120014	SRR10120015	SRR10120016	SRR10120017	SRR10120018	SRR10120019	SRR10120020	SRR10120021	SRR10120022	SRR10120023	SRR10120024	SRR10120025	SRR10120026	SRR10120027	SRR10120028	SRR10120029	SRR10120030	SRR10120031	SRR10120032	SRR10120033	SRR10120034	SRR10120035	SRR10120036	SRR10120037	SRR10120038	SRR10120039	SRR10120040	SRR10120041	SRR10120042	SRR10120043	SRR10120044	SRR10120045	SRR10120046	SRR10120047	SRR10120048	SRR10120049	SRR10120050	SRR10120051	SRR10120052	SRR10120053	SRR10120054	SRR10120055	SRR10120056	SRR10120057	SRR10120058	SRR10120059	SRR10120060	SRR10120061	SRR10120062	SRR10120063	SRR10120064	SRR10120065	SRR10120066	SRR10120067	SRR10120068	SRR10120069	SRR10120070	SRR10120071	SRR10120072	SRR10120073	SRR10120074	SRR10120075	SRR10120076	SRR10120077	SRR10120078	SRR10120079	SRR10120080	SRR10120081	SRR10120082	SRR10120083	SRR10120084	SRR10120085	SRR10120086	SRR10120087	SRR10120088	SRR10120089	SRR10120090	SRR10120091	SRR10120092	SRR10120093	SRR10120094	SRR10120095	SRR10120096	SRR10120097	SRR10120098	SRR10120099	SRR10120100	SRR10120101	SRR10120102	SRR10120103	SRR10120104	SRR10120105	SRR10120106	SRR10120107	SRR10120108	SRR10120109	SRR10120110	SRR10120111	SRR10120112	SRR10120113	SRR10120114	SRR10120115	SRR10120116	SRR10120117	SRR10120118	SRR10120119	SRR10120120	SRR10120121	SRR10120122	SRR10120123	SRR10120124
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	12.0	125.0	109.0	0.0	0.0	7.0	215.0	0.0	0.0	0.0	0.0	0.0	40.0	4.0	0.0	15.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	12.0	10.0	6.0	3.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	19.0	2.0	0.0	77.0	0.0	7.0	7.0	0.0	3.0	0.0	0.0	0.0	13.0	268.0	35.0	0.0	0.0	0.0	0.0	74.0	904.0	0.0	9.0	0.0	788.0	141.0	0.0	3.0	54.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	2.0	18.0	123.0	14.0	116.0	150.0	36.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	85.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	840.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	123.0	797.0	679.0	29.0	272.0	4665.0	4.0	0.0	0.0	0.0	0.0	95.0	346.0	20.0	9.0	0.0	0.0	0.0	539.0	4.0	0.0	0.0	0.0	3454.0	328.0	0.0	0.0	0.0	270.0	4005.0	17.0	0.0	406.0	1578.0	0.0	61.0	0.0	0.0	22.0	0.0	0.0	0.0	568.0	16.0	840.0	664.0	0.0	0.0	0.0	0.0	1112.0	742.0	202.0	0.0	0.0	0.0	0.0	0.0	349.0	0.0	0.0	0.0	208.0	327.0	72.0	64.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	255.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	56.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	39.0	2317.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	470.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	0.0	291.0	0.0	1177.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1580.0	0.0	0.0	5.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	0.0	338.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	33.0	57.0	282.0	0.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	764.0	19.0	0.0	0.0	661.0	3.0	7.0	0.0	0.0	0.0	0.0	6.0	29.0	0.0	7.0	0.0	0.0	0.0	0.0	18.0	0.0	21.0	0.0	0.0	0.0	0.0	14.0	786.0	30.0	0.0	0.0	8.0	3.0	0.0	4.0	0.0	0.0	42.0	34.0	297.0	7.0	16.0	60.0	0.0	54.0	0.0	0.0	0.0	9.0	30.0	0.0	0.0	0.0	407.0	274.0	16.0	0.0	8.0	0.0	0.0	29.0	0.0	7.0	0.0	30.0	44.0	0.0	9.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	14.0	5.0	39.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	15.0	0.0	77.0	65.0	0.0	0.0	11.0	38.0	0.0	0.0	0.0	0.0	0.0	26.0	13.0	106.0	0.0	0.0	110.0	27.0	74.0	0.0	0.0	102.0	0.0	64.0	27.0	14.0	0.0	8.0	61.0	322.0	0.0	0.0	16.0	0.0	0.0	0.0	19.0	0.0	0.0	30.0	14.0	11.0	67.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	28.0	0.0	409.0	141.0	25.0	0.0	2.0	0.0	96.0	0.0	0.0	19.0	0.0	162.0	86.0	735.0	16.0	4.0	481.0	489.0	0.0	90.0	0.0	37.0	186.0	0.0	10.0	0.0	0.0	60.0	145.0	132.0	28.0	0.0	0.0	5.0	7.0	23.0	0.0	54.0	0.0	594.0	0.0	219.0	0.0	0.0	0.0	44.0	17.0	0.0	0.0	13.0	0.0	10.0	69.0	0.0	49.0	0.0	113.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	8.0	0.0	8.0	219.0	26.0	0.0	51.0	922.0	0.0	0.0	0.0	0.0	0.0	214.0	0.0	87.0	0.0	0.0	859.0	115.0	75.0	0.0	4.0	28.0	0.0	14.0	0.0	260.0	0.0	4.0	40.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	32.0	0.0	110.0	72.0	18.0	11.0	19.0	0.0	3.0	107.0	0.0	466.0	0.0	0.0	2.0	11.0	16.0	334.0	91.0	48.0	16.0	0.0	0.0	31.0	9.0	0.0	0.0	87.0	0.0	27.0	173.0	16.0	33.0	0.0	35.0	47.0	0.0	187.0	21.0	12.0	10.0	0.0	291.0	0.0	0.0	124.0	302.0	92.0	5.0	0.0	4.0	0.0	0.0	226.0	0.0	63.0	0.0	108.0	0.0	110.0	262.0	0.0	3.0	149.0	483.0	0.0	295.0	5.0	0.0	210.0	24.0	0.0	22.0	5.0	410.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	0.0	0.0	113.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2106.0	0.0	0.0	0.0	0.0	0.0	134.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	0.0	8.0	0.0	0.0	0.0	0.0	12.0	0.0	12.0	0.0	135.0	0.0	18.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	3.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	10.0	0.0	0.0	15.0	0.0	228.0	7.0	7.0	17.0	0.0	17.0	54.0	20.0	64.0	133.0	23.0	123.0	71.0	0.0	29.0	21.0	69.0	14.0	0.0	0.0	110.0	13.0	86.0	14.0	0.0	2.0	9.0	17.0	0.0	233.0	0.0	11.0	0.0	75.0	0.0	13.0	49.0	0.0	0.0	40.0	4.0	3.0	73.0	16.0	212.0	39.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	4.0	16.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	27.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	270.0	15.0	0.0	10.0	0.0	34.0	0.0	0.0	0.0	13.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	185.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	19.0	0.0	0.0	6.0	3.0	24.0	7.0	0.0	0.0	0.0	58.0	0.0	16.0	104.0	225.0	18.0	10.0	0.0	61.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	10.0	0.0	27.0	0.0	2.0	3.0	9.0	14.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	34.0	59.0	0.0	11.0	0.0	50.0	19.0	0.0	0.0	6.0	37.0	7.0	0.0	0.0	294.0	0.0	2.0	0.0	0.0	0.0	0.0	32.0	79.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	58.0	254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	118.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group	0.0	0.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	34.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	18.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	2.0	0.0	0.0	0.0	0.0	226.0	668.0	0.0	0.0	23.0	0.0	0.0	0.0	7.0	0.0	0.0	243.0	0.0	0.0	13.0	22.0	0.0	97.0	158.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	78.0	0.0	58.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	230.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	28.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	143.0	17.0	86.0	0.0	0.0	0.0	0.0	6.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	99.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	77.0	0.0	0.0	65.0	0.0	0.0	0.0	225.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	66.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__uncultured;g__uncultured	0.0	0.0	0.0	4.0	0.0	0.0	0.0	136.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	20.0	0.0	0.0	0.0	898.0	0.0	0.0	0.0	0.0	0.0	0.0	492.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.0	0.0	29.0	65.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	249.0	0.0	0.0	135.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	24.0	30.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	139.0	0.0	376.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	94.0	0.0	0.0	0.0	4.0	34.0	0.0	0.0	66.0	0.0	13.0	15.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	106.0	230.0	3.0	268.0	12.0	0.0	0.0	269.0	0.0	65.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	0.0	0.0	23.0	46.0	0.0	31.0	50.0	0.0	22.0	4.0	0.0	0.0	10.0	0.0	0.0	50.0	0.0	12.0	111.0	0.0	36.0	45.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	9.0	0.0	0.0	8.0	0.0	0.0	2.0	84.0	27.0	79.0	0.0	0.0	0.0	7.0	9.0	5.0	29.0	15.0	0.0	12.0	13.0	11.0	0.0	38.0	0.0	12.0	0.0	0.0	0.0	39.0	0.0	0.0	108.0	58.0	65.0	0.0	7.0	15.0	41.0	18.0	11.0	0.0	0.0	0.0	0.0	14.0	80.0	0.0	0.0	0.0	8.0	5.0	0.0	42.0	7.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	8.0	20.0	0.0	0.0	12.0	3.0	8.0	0.0	0.0	0.0	26.0	0.0	0.0	19.0	7.0	41.0	0.0	26.0	3.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae	0.0	0.0	26.0	704.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	111.0	0.0	0.0	317.0	0.0	0.0	0.0	16.0	78.0	0.0	401.0	3.0	279.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	137.0	0.0	71.0	17.0	0.0	0.0	6.0	0.0	13.0	0.0	0.0	3.0	0.0	376.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	268.0	55.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	395.0	0.0	0.0	0.0	337.0	14.0	0.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	4.0	0.0	189.0	5.0	0.0	0.0	0.0	207.0	31.0	309.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	427.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	1317.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group	30.0	0.0	33.0	28.0	17.0	0.0	0.0	16.0	20.0	0.0	0.0	0.0	0.0	4.0	41.0	0.0	0.0	15.0	15.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	90.0	0.0	32.0	0.0	59.0	0.0	0.0	39.0	0.0	0.0	74.0	25.0	0.0	26.0	0.0	17.0	28.0	6.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	55.0	109.0	16.0	20.0	28.0	10.0	4.0	24.0	25.0	0.0	0.0	289.0	28.0	11.0	0.0	50.0	29.0	0.0	92.0	4.0	0.0	16.0	52.0	0.0	0.0	84.0	0.0	50.0	0.0	0.0	22.0	14.0	10.0	0.0	22.0	0.0	0.0	24.0	24.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	138.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	0.0	17.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	5.0	0.0	14.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	274.0	0.0	4.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	8.0	19.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	151.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	10.0	378.0	0.0	7.0	0.0	2.0	137.0	38.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	81.0	22.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	29.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	14.0	0.0	21.0	0.0	21.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured	0.0	8.0	3.0	22.0	3.0	0.0	43.0	2.0	0.0	20.0	0.0	0.0	6.0	0.0	0.0	42.0	0.0	0.0	73.0	19.0	0.0	0.0	3.0	0.0	20.0	0.0	0.0	42.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	10.0	13.0	0.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0	3.0	0.0	96.0	30.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	12.0	3.0	17.0	0.0	0.0	9.0	0.0	159.0	0.0	0.0	34.0	0.0	9.0	0.0	0.0	0.0	180.0	5.0	0.0	0.0	0.0	10.0	19.0	56.0	0.0	134.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	11.0	17.0	0.0	178.0	0.0	0.0	4.0	0.0	2.0	11.0	0.0	263.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	990.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	14.0	0.0	0.0	5.0	0.0	0.0	0.0	20.0	0.0	0.0	11.0	110.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	68.0	9.0	35.0	0.0	0.0	325.0	10.0	7.0	0.0	25.0	20.0	0.0	0.0	27.0	11.0	0.0	322.0	0.0	0.0	65.0	0.0	16.0	7.0	646.0	0.0	0.0	0.0	18.0	11.0	54.0	0.0	0.0	38.0	0.0	0.0	14.0	0.0	0.0	0.0	162.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	33.0	4.0	0.0	0.0	0.0	8.0	0.0	53.0	0.0	44.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	360.0	0.0	0.0	0.0	96.0	93.0	30.0	0.0	7.0	218.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	9.0	0.0	183.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004	5.0	10.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	18.0	16.0	9.0	17.0	0.0	0.0	0.0	14.0	0.0	0.0	2.0	38.0	0.0	0.0	0.0	8.0	15.0	0.0	86.0	0.0	0.0	14.0	29.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	22.0	185.0	7.0	5.0	133.0	36.0	48.0	11.0	78.0	18.0	9.0	25.0	0.0	0.0	6.0	49.0	0.0	0.0	0.0	78.0	32.0	24.0	18.0	129.0	0.0	155.0	12.0	15.0	50.0	0.0	0.0	0.0	38.0	15.0	0.0	26.0	2.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
